Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Business City,Business State
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/09/2017,09/22/2017,Goods Exchanged - GEX,Yes,NEW YORK,NY
Catering Establishment - 075,Non-Delivery of Service - N02,05/25/2017,06/28/2017,Advised to Sue - ATS,No,JAMAICA,NY
Other,Surcharge/Overcharge - S02,02/02/2018,02/20/2018,Advised to Sue - ATS,No,FLUSHING,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,12/28/2016,02/15/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Tow Truck Company - 124,Misrepresentation - M01,03/16/2017,04/21/2017,No Consumer Response - NCR,,BRONX,NY
Electronic Store - 001,Defective Goods - D02,09/06/2017,09/22/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Electronic & Home Appliance Service Dealer - 115,Exchange Goods/Contract Cancelled - E01,04/03/2018,04/12/2018,No Satisfactory Agreement - NSA,No,FRANKLIN SQ,NY
Home Improvement Contractor - 100,Quality of Work - Q01,09/26/2017,10/30/2017,Resolved and Consumer Satisfied - SPF,Yes,QUEENS VILLAGE,NY
Appliances - 244,Exchange Goods/Contract Cancelled - E01,10/13/2017,10/18/2017,Complaint Invalid - CIN,,BROOKLYN,NY
Tow Truck Company - 124,Billing Dispute - B02,05/02/2017,05/31/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Jewelry Store-Retail - 823,Misrepresentation - M01,12/22/2017,01/09/2018,Referred to Outside - RTO,,JAMAICA,NY
Home Improvement Contractor - 100,Outstanding Judgment - J01,05/25/2018,06/26/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/24/2017,07/28/2017,Advised to Sue - ATS,No,REGO PARK,NY
Home Improvement Contractor - 100,Damaged Goods - D01,08/03/2017,09/11/2017,Goods Repaired - GRS,Yes,BRONX,NY
Pawnbroker - 080,Lost Property - L02,03/23/2018,04/02/2018,Advised to Sue - ATS,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,05/24/2018,06/05/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,JAMAICA,NY
Dry Cleaners - 230,Non-Delivery of Goods - N01,04/18/2017,05/19/2017,Unable to Locate Business - ULV,,BRONX,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,05/25/2017,06/28/2017,Referred to Hearing - RTH,No,BROOKLYN,NY
Furniture Sales - 242,Misrepresentation - M01,11/24/2017,12/29/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,11/03/2017,11/30/2017,Resolved and Consumer Satisfied - SPF,Yes,LONG ISLAND CITY,NY
Home Improvement Contractor - 100,Quality of Work - Q01,08/08/2017,09/22/2017,Referred to Hearing - RTH,No,NEW YORK,NY
Electronic Store - 001,Advertising/Misleading - A02,07/03/2018,08/15/2018,Advised to Sue - ATS,No,RICHMOND HILL,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,10/03/2017,10/06/2017,Store Credit - SCR,Yes,ATLANTA,GA
Tow Truck Company - 124,Surcharge/Overcharge - S02,04/18/2017,04/24/2017,Cash Amount - AMT,Yes,BAYSIDE,NY
Employment Agency - 034,Billing Dispute - B02,05/17/2017,05/26/2017,Cash Amount - AMT,Yes,JAMAICA,NY
Health Spa - 839,Misrepresentation - M01,11/06/2017,11/16/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,ELMSFORD,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,05/25/2017,07/13/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Furniture Sales - 242,Damaged Goods - D01,04/06/2018,04/26/2018,Goods Exchanged - GEX,Yes,BRONX,NY
Appliances - 244,Non-Delivery of Goods - N01,09/19/2017,10/25/2017,Goods Exchanged - GEX,Yes,HOFFMAN ESTATES,IL
Floor Coverings - 241,Non-Delivery of Goods - N01,04/26/2018,05/03/2018,Cash Amount - AMT,Yes,BRONX,NY
Electronic Store - 001,Surcharge/Overcharge - S02,06/02/2017,07/05/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,07/13/2018,08/13/2018,Cash Amount - AMT,Yes,BAYSIDE,NY
Garage - 049,Damage / Estimate,09/29/2017,11/03/2017,Consumer Took Action - CTA,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,03/20/2018,04/04/2018,Referred to Outside - RTO,,COLUMBUS,OH
Debt Collection Agency - 122,Misrepresentation - M01,08/11/2017,08/28/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Home Improvement Contractor - 100,Refund Policy - R01,08/24/2018,09/07/2018,Cash Amount - AMT,Yes,FLUSHING,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,05/08/2017,05/15/2017,Complaint Invalid - CIN,,CORONA,NY
Debt Collection Agency - 122,Billing Dispute - B02,07/14/2017,08/30/2017,Resolved and Consumer Satisfied - SPF,Yes,NORFOLK,VA
Other,Exchange Goods/Contract Cancelled - E01,06/29/2018,08/07/2018,No Business Response - NVR,No,LONG ISLAND CITY,NY
Home Improvement Contractor - 100,Surcharge/Overcharge - S02,03/02/2017,04/20/2017,Advised to Sue - ATS,No,JERICHO,NY
Tow Truck Company - 124,Billing Dispute - B02,11/23/2016,01/10/2017,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Debt Collection Agency - 122,Billing Dispute - B02,02/28/2017,03/31/2017,Resolved and Consumer Satisfied - SPF,Yes,HOUSTON,TX
Dry Cleaners - 230,Damaged Goods - D01,06/20/2017,07/21/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Retail Store - 820,Non-Delivery of Goods - N01,04/10/2017,05/08/2017,Referred to Outside - RTO,,BROOKLYN,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,08/24/2018,09/06/2018,Goods Exchanged - GEX,Yes,FARMINGDALE,NY
Misc Non-Food Retail - 817,Quality of Work - Q01,11/03/2017,11/09/2017,Consumer Withdrew Complaint - CWC,,BROOKLYN,NY
Other,Misrepresentation - M01,05/08/2018,05/16/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Tow Truck Company - 124,Billing Dispute - B02,12/15/2017,12/21/2017,Cash Amount - AMT,Yes,BAYSIDE,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,07/28/2017,08/09/2017,Cash Amount - AMT,Yes,QUEENS VLG,NY
Home Improvement Contractor - 100,Breach of Contract - B03,10/17/2017,11/21/2017,Goods Repaired - GRS,Yes,REGO PARK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/16/2017,07/14/2017,No Business Response - NVR,No,FLUSHING,NY
Electronic Store - 001,Misrepresentation - M01,06/30/2017,08/10/2017,Resolved and Consumer Satisfied - SPF,Yes,RICHFIELD,MN
Electronic Store - 001,Misrepresentation - M01,07/12/2017,07/26/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,RICHFIELD,MN
Home Improvement Contractor - 100,Breach of Contract - B03,04/24/2017,05/30/2017,Advised to Sue - ATS,No,WOODHAVEN,NY
Jewelry Store-Retail - 823,Misrepresentation - M01,04/26/2017,05/24/2017,Consumer Took Action - CTA,No,NEW YORK,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,11/16/2017,12/08/2017,Advised to Sue - ATS,No,BRONX,NY
Home Improvement Contractor - 100,Misrepresentation - M01,07/06/2018,07/23/2018,Consumer Took Action - CTA,No,GREAT NECK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,02/09/2018,03/23/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Car Wash,Receipt Incomplete/Not Given,07/31/2018,08/03/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Electronic Store - 001,Breach of Contract - B03,12/22/2017,01/05/2018,Cash Amount - AMT,Yes,SAN FRANCISCO,CA
Employment Agency - 034,Non-Delivery of Service - N02,04/24/2018,04/25/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,10/27/2017,12/14/2017,Cash Amount - AMT,Yes,ROCKAWAY PARK,NY
Restaurant - 818,Surcharge/Overcharge - S02,01/02/2018,01/08/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,10/16/2017,10/31/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,02/10/2017,03/15/2017,Resolved and Consumer Satisfied - SPF,Yes,MINNEAPOLIS,MN
Home Improvement Contractor - 100,Damaged Goods - D01,06/29/2017,07/12/2017,Referred to Outside - RTO,,JERSEY CITY,NJ
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,11/24/2017,12/07/2017,Advised to Sue - ATS,No,LONG ISLAND CITY,NY
Tow Truck Company - 124,Misrepresentation - M01,08/09/2018,09/05/2018,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,04/19/2017,05/17/2017,Advised to Sue - ATS,No,NEW YORK,NY
Dry Cleaners - 230,Non-Delivery of Service - N02,01/27/2017,02/14/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,11/24/2017,12/21/2017,Advised to Sue - ATS,No,RONKONKOMA,NY
Debt Collection Agency - 122,Billing Dispute - B02,08/14/2018,08/27/2018,Bill Reduced - BLR,Yes,FT WASHINGTON,PA
Auto Rental - 213,Billing Dispute - B02,12/28/2016,01/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,PARK RIDGE,NJ
Tow Truck Company - 124,Misrepresentation - M01,07/06/2018,08/07/2018,Advised to Sue - ATS,No,LONG ISLAND CITY,NY
Auction House - 128,Misrepresentation - M01,10/05/2017,10/13/2017,No Business Response - NVR,No,NEW YORK,NY
Mailorder Misc - 319,Misrepresentation - M01,01/11/2018,02/16/2018,Resolved and Consumer Satisfied - SPF,Yes,NEW ALBANY,OH
Health Spa - 839,Misrepresentation - M01,12/12/2017,12/22/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,03/01/2017,03/21/2017,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,02/16/2017,04/04/2017,Cash Amount - AMT,Yes,ROCKAWAY BEACH,NY
Laundry - 064,Damaged Goods - D01,07/19/2017,07/28/2017,Cash Amount - AMT,Yes,ASTORIA,NY
Electronic Store - 001,Surcharge/Overcharge - S02,06/12/2018,06/21/2018,Cash Amount - AMT,Yes,JERSEY CITY,NJ
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,04/21/2017,05/02/2017,Out of Business - OOB,,BROOKLYN,NY
Electronic Store - 001,Advertising/Misleading - A02,03/15/2017,04/18/2017,No Consumer Response - NCR,,NEW YORK,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,01/20/2017,03/06/2017,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Electronic Store - 001,Misrepresentation - M01,01/12/2018,02/09/2018,Cash Amount - AMT,Yes,WILMINGTON,DE
Home Improvement Contractor - 100,Quality of Work - Q01,08/24/2018,09/20/2018,Advised to Sue - ATS,No,FAR ROCKAWAY,NY
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,11/16/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,WILMINGTON,DE
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,09/01/2017,10/02/2017,Referred to Hearing - RTH,No,JAMAICA,NY
Furniture Sales - 242,Damaged Goods - D01,09/26/2017,09/28/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Garage - 049,Damaged Goods - D01,12/21/2016,02/16/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,06/02/2017,07/25/2017,Advised to Sue - ATS,No,ASTORIA,NY
Debt Collection Agency - 122,Billing Dispute - B02,07/12/2018,07/16/2018,Resolved and Consumer Satisfied - SPF,Yes,MOUNT SINAI,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/03/2018,08/01/2018,Advised to Sue - ATS,No,BROOKLYN,NY
Home Improvement Contractor - 100,Exchange Goods/Contract Cancelled - E01,11/02/2017,11/17/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,MOUNT VERNON,NY
Storage Warehouse - 120,Misrepresentation - M01,10/11/2017,11/17/2017,No Consumer Response - NCR,,BRONX,NY
Furniture Sales - 242,Misrepresentation - M01,07/11/2017,08/02/2017,Consumer Took Action - CTA,No,HICKSVILLE,NY
Debt Collection Agency - 122,Misrepresentation - M01,03/06/2018,03/16/2018,Resolved and Consumer Satisfied - SPF,Yes,HOOVER,AL
Furniture Sales - 242,Advertising/Misleading - A02,11/22/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,MANCHESTER,CT
Home Improvement Contractor - 100,Non-Delivery of Service - N02,02/09/2018,03/01/2018,Referred to Outside - RTO,,NEW YORK,NY
Home Improvement Contractor - 100,Misrepresentation - M01,02/16/2018,03/16/2018,No Business Response - NVR,No,BROOKLYN,NY
Storage Warehouse - 120,Lost Property - L02,06/29/2018,07/30/2018,Unable to Locate Business - ULV,,BRONX,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,09/07/2018,09/17/2018,Referred to Outside - RTO,,MANCHESTER,CT
Pawnbroker - 080,Misrepresentation - M01,07/13/2017,08/08/2017,Goods Received - GDR,Yes,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,11/16/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,WOODHAVEN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,07/18/2017,07/25/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,08/17/2018,09/21/2018,Advised to Sue - ATS,No,MASPETH,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,04/17/2018,04/20/2018,Store Credit - SCR,Yes,CHESAPEAKE,VA
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/19/2018,05/15/2018,No Business Response - NVR,No,BROOKLYN,NY
Supermarket - 819,Advertising/General - A01,03/13/2018,03/15/2018,Resolved and Consumer Satisfied - SPF,Yes,QUEENS VILLAGE,NY
Hotel/Motel - 460,Breach of Contract - B03,08/16/2017,09/28/2017,Referred to Outside - RTO,,NEW YORK,NY
Garage - 049,Damaged Goods - D01,12/15/2017,01/09/2018,Cash Amount - AMT,Yes,ASTORIA,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,03/23/2018,03/30/2018,Referred to Outside - RTO,,LONG ISLAND CITY,NY
Appliances - 244,Damaged Goods - D01,09/29/2017,10/27/2017,Goods Repaired - GRS,Yes,HOFFMAN ESTATES,IL
Retail Store - 820,Misrepresentation - M01,03/20/2018,04/02/2018,Store Credit - SCR,Yes,NEW YORK,NY
Dealer In Products For The Disabled - 119,Exchange Goods/Contract Cancelled - E01,01/02/2018,01/16/2018,No Satisfactory Agreement - NSA,No,FLUSHING,NY
Secondhand Dealer Auto - 005,Billing Dispute - B02,05/04/2018,05/16/2018,Referred to Outside - RTO,,LONG IS CITY,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,01/11/2017,02/10/2017,No Consumer Response - NCR,,JAMAICA,NY
Debt Collection Agency - 122,Billing Dispute - B02,05/24/2017,05/31/2017,Bill Reduced - BLR,Yes,WEST SENECA,NY
Home Improvement Contractor - 100,Outstanding Judgment - J01,04/19/2018,06/08/2018,Resolved and Consumer Satisfied - SPF,Yes,SOUTH OZONE PARK,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/21/2017,04/05/2017,No Satisfactory Preempted - NSP,,BROOKLYN,NY
Home Improvement Contractor - 100,Unlicensed,01/19/2017,02/28/2017,Advised to Sue - ATS,No,RICHMOND HILL,NY
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,06/01/2018,06/13/2018,Unable to Locate Business - ULV,,BRONX,NY
Electronic Store - 001,Breach of Contract - B03,05/01/2018,05/04/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,09/15/2017,09/26/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Electronic Store - 001,Surcharge/Overcharge - S02,01/04/2017,01/12/2017,Complaint Invalid - CIN,,NEW YORK,NY
Furniture Sales - 242,Surcharge/Overcharge - S02,04/12/2017,04/18/2017,Bill Reduced - BLR,Yes,LIVERPOOL,NY
Tow Truck Company - 124,Billing Dispute - B02,08/30/2017,10/02/2017,Advised to Sue - ATS,No,BRONX,NY
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,05/02/2017,05/09/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Employment Agency - 034,Misrepresentation - M01,03/02/2018,03/20/2018,No Business Response - NVR,No,NEW YORK,NY
Misc Non-Food Retail - 817,Breach of Contract - B03,12/13/2016,01/26/2017,Consumer Took Action - CTA,No,HICKSVILLE,NY
Electronic Store - 001,Breach of Contract - B03,01/19/2017,01/26/2017,Resolved and Consumer Satisfied - SPF,Yes,WILMINGTON,DE
Electronic Store - 001,Breach of Contract - B03,03/13/2018,03/30/2018,Complaint Invalid - CIN,,WILMINGTON,DE
Misc Non-Food Retail - 817,Refund Policy - R01,08/10/2018,08/27/2018,Resolved and Consumer Satisfied - SPF,Yes,ARMONK,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,04/13/2018,05/02/2018,Resolved and Consumer Satisfied - SPF,Yes,ATLANTA,GA
Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,05/01/2018,05/18/2018,Cash Amount - AMT,Yes,NEW YORK,NY
Home Improvement Contractor - 100,Breach of Contract - B03,02/07/2017,02/13/2017,Advised to Sue - ATS,No,DUMONT,NJ
Debt Collection Agency - 122,Harassment - H01,07/06/2017,07/17/2017,Resolved and Consumer Satisfied - SPF,Yes,GREENVILLE,SC
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,12/21/2017,12/26/2017,Referred to Outside - RTO,,BRONX,NY
Home Improvement Contractor - 100,Quality of Work - Q01,10/27/2017,11/22/2017,Advised to Sue - ATS,No,STATEN ISLAND,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,04/06/2017,04/13/2017,Goods Exchanged - GEX,Yes,BROOKLYN,NY
Tow Truck Company - 124,Damaged Goods - D01,02/20/2018,03/12/2018,Advised to Sue - ATS,No,MASPETH,NY
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,02/09/2018,03/20/2018,Advised to Sue - ATS,No,NEW YORK,NY
Tow Truck Company - 124,Surcharge/Overcharge - S02,08/07/2018,09/13/2018,Cash Amount - AMT,Yes,STATEN ISLAND,NY
Mailorder Misc - 319,Non-Delivery of Goods - N01,07/24/2018,08/07/2018,Resolved and Consumer Satisfied - SPF,Yes,RANCHO DOMINGUEZ,CA
Mailorder Misc - 319,Non-Delivery of Goods - N01,03/16/2017,03/22/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Health Spa - 839,Surcharge/Overcharge - S02,08/14/2018,09/04/2018,Referred to Outside - RTO,,NEW YORK,NY
Misc Non-Food Retail - 817,Breach of Contract - B03,12/27/2016,02/02/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Ticket Seller,Cancellation/Closure Without Notice,03/16/2018,03/21/2018,Resolved and Consumer Satisfied - SPF,Yes,BRONX,NY
Misc Non-Food Retail - 817,Damaged Goods - D01,11/09/2017,11/16/2017,No Satisfactory Agreement - NSA,No,BRONX,NY
Furniture Sales - 242,Misrepresentation - M01,10/10/2017,10/13/2017,Goods Exchanged - GEX,Yes,FARMINGDALE,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,04/18/2017,05/02/2017,Complaint Invalid - CIN,,BRONX,NY
Internet Complaints - 443,Surcharge/Overcharge - S02,02/17/2017,03/30/2017,Referred to Outside - RTO,,BROOKLYN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/15/2018,07/02/2018,No Consumer Response - NCR,,ELMHURST,NY
Appliances - 244,Damaged Goods - D01,01/18/2018,02/15/2018,Resolved and Consumer Satisfied - SPF,Yes,FARMINGDALE,NY
Hotel/Motel - 460,Surcharge/Overcharge - S02,07/11/2017,08/04/2017,Cash Amount - AMT,Yes,NEW YORK,NY
Tow Truck Company - 124,Damaged Goods - D01,02/24/2017,04/05/2017,Consumer Took Action - CTA,No,MASPETH,NY
Debt Collection Agency - 122,Billing Dispute - B02,06/09/2017,06/16/2017,Referred to Outside - RTO,,DALLAS,TX
Tow Truck Company - 124,Damaged Goods - D01,03/23/2018,04/05/2018,No Satisfactory Agreement - NSA,No,BROOKLYN,NY
Debt Collection Agency - 122,Billing Dispute - B02,10/26/2017,11/29/2017,Resolved and Consumer Satisfied - SPF,Yes,SAINT PAUL,MN
Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/05/2018,04/19/2018,Advised to Sue - ATS,No,FLUSHING,NY
Dry Cleaners - 230,Damaged Goods - D01,01/11/2017,01/23/2017,Cash Amount - AMT,Yes,BROOKLYN,NY
Furniture Sales - 242,Non-Delivery of Goods - N01,05/17/2018,06/25/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,12/22/2017,01/10/2018,Cash Amount - AMT,Yes,JAMAICA,NY
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,12/29/2016,02/07/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/24/2017,09/18/2017,No Satisfactory Preempted - NSP,,NEW YORK,NY
Garage - 049,Damaged Goods - D01,07/27/2018,09/11/2018,Advised to Sue - ATS,No,NEW YORK,NY
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,06/02/2017,06/30/2017,No Consumer Response - NCR,,JAMAICA,NY
Home Improvement Contractor - 100,Non-Delivery of Service - N02,12/19/2016,01/06/2017,Cash Amount - AMT,Yes,STATEN ISLAND,NY
Secondhand Dealer Auto - 005,Misrepresentation - M01,02/16/2018,04/06/2018,Advised to Sue - ATS,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,07/27/2018,08/17/2018,Resolved and Consumer Satisfied - SPF,Yes,ROSWELL,GA
Electronic Store - 001,Misrepresentation - M01,09/07/2017,10/18/2017,Advised to Sue - ATS,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Defective Goods - D02,10/06/2017,11/15/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Damaged Goods - D01,10/16/2017,11/30/2017,Advised to Sue - ATS,No,BRONX,NY
Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,04/19/2017,05/19/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Debt Collection Agency - 122,Misrepresentation - M01,04/13/2018,04/23/2018,Resolved and Consumer Satisfied - SPF,Yes,PETALUMA,CA
Misc Non-Food Retail - 817,Non-Delivery of Service - N02,11/16/2017,11/30/2017,Goods Received - GDR,Yes,BROOKLYN,NY
Appliances - 244,Defective Goods - D02,11/09/2017,12/15/2017,Cash Amount - AMT,Yes,ATLANTA,GA
Home Improvement Contractor - 100,Non-Delivery of Service - N02,04/18/2017,06/02/2017,Unable to Locate Business - ULV,,MIDDLE VLG,NY
Misc Non-Food Retail - 817,Misrepresentation - M01,02/16/2018,02/27/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,NEW YORK,NY
Tow Truck Company - 124,Damaged Goods - D01,08/21/2018,08/22/2018,Referred to Outside - RTO,,ASTORIA,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,10/04/2017,10/26/2017,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,07/25/2017,08/04/2017,Advised to Sue - ATS,No,BROOKLYN,NY
Electronic Store - 001,Misrepresentation - M01,05/12/2017,06/07/2017,Referred to Manufacturer - RMF,,RICHFIELD,MN
Misc Non-Food Retail - 817,Wrong Goods - W01,02/23/2018,04/13/2018,No Satisfactory Agreement - NSA,No,NEW YORK,NY
Debt Collection Agency - 122,Billing Dispute - B02,12/27/2016,01/06/2017,Resolved and Consumer Satisfied - SPF,Yes,DENVER,CO
Debt Collection Agency - 122,Billing Dispute - B02,07/27/2018,08/29/2018,Resolved and Consumer Satisfied - SPF,Yes,LYNNWOOD,WA
Debt Settlement - 248,Misrepresentation - M01,03/03/2017,04/21/2017,Consumer Withdrew Complaint - CWC,,LOS ANGELES,CA
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,04/24/2017,05/09/2017,Advised to Sue - ATS,No,NEW YORK,NY
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/11/2018,05/15/2018,Complaint Invalid - CIN,,BROOKLYN,NY
Home Improvement Contractor - 100,Quality of Work - Q01,07/27/2018,09/26/2018,Resolved and Consumer Satisfied - SPF,Yes,PELHAM,NY
Employment Agency - 034,Non-Delivery of Service - N02,11/28/2017,12/01/2017,Cash Amount - AMT,Yes,JACKSON HEIGHTS,NY
Tow Truck Company - 124,Misrepresentation - M01,04/21/2017,05/02/2017,Goods Received - GDR,Yes,OZONE PARK,NY
Appliances - 244,Misrepresentation - M01,07/20/2018,08/07/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,PLANO,TX
Debt Collection Agency - 122,Misrepresentation - M01,12/01/2017,12/22/2017,Resolved and Consumer Satisfied - SPF,Yes,GAHANNA,OH
Home Improvement Contractor - 100,Quality of Work - Q01,10/17/2017,12/11/2017,Resolved and Consumer Satisfied - SPF,Yes,NEW YORK,NY
Electronic Store - 001,Misrepresentation - M01,06/08/2018,07/11/2018,No Business Response - NVR,No,NEW YORK,NY
Secondhand Dealer Auto - 005,Breach of Contract - B03,11/16/2017,11/29/2017,Complaint Invalid - CIN,,BRONX,NY
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,09/14/2018,09/25/2018,Resolved and Consumer Satisfied - SPF,Yes,BROOKLYN,NY
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,08/18/2017,09/28/2017,Referred to Outside - RTO,,NEW YORK,NY
Home Improvement Contractor - 100,Defective Goods - D02,08/24/2017,09/22/2017,Goods Repaired - GRS,Yes,NEW YORK,NY
Tow Truck Company - 124,Misrepresentation - M01,04/24/2018,04/27/2018,Advised to Sue - ATS,No,BRONX,NY
Electronic Store - 001,Damaged Goods - D01,05/17/2017,06/15/2017,Resolved and Consumer Satisfied - SPF,Yes,JACKSON HEIGHTS,NY
Dry Cleaners - 230,Damaged Goods - D01,11/06/2017,11/08/2017,Advised to Sue - ATS,No,BRONX,NY
Secondhand Dealer Auto - 005,Surcharge/Overcharge - S02,08/03/2018,09/12/2018,Complaint Invalid - CIN,,BROOKLYN,NY
Home Improvement Contractor - 100,Misrepresentation - M01,11/20/2017,12/20/2017,Resolved and Consumer Satisfied - SPF,Yes,STATEN ISLAND,NY
Restaurant - 818,Exchange Goods/Contract Cancelled - E01,10/17/2017,11/08/2017,Unable to Locate Business - ULV,,STATEN ISLAND,NY
Home Improvement Contractor - 100,Quality of Work - Q01,03/27/2018,03/28/2018,Cash Amount - AMT,Yes,WOODSIDE,NY
