Business Name,Industry,Complaint Type,Mediation Start Date,Mediation Close Date,Complaint Result,Satisfaction,Restitution,Business Building,Business Street,Building Address Unit,Business City,Business State,Business Zip,Complainant Zip ,Longitude,Latitude
RAYMOUR & FLANIGAN FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,04/05/2017,04/18/2017,Goods Exchanged - GEX,Yes,6617.00,7248,MORGAN RD,,LIVERPOOL,NY,13090,11418,-73.98222574060378,40.77387549830657
DINO & SONS CONSTRUCTION CORP,Home Improvement Contractor - 100,Damaged Goods - D01,02/02/2018,02/27/2018,Goods Received - GDR,Yes,0.00,113,FABER ST,,STATEN ISLAND,NY,10302,10308,-74.13573585827429,40.63788978747427
"IMPERIAL PARKING (U.S), LLC",Garage - 049,Damaged Goods - D01,06/26/2017,08/02/2017,Cash Amount - AMT,Yes,854.00,307,7TH AVE,301,NEW YORK,NY,10001,48461,-73.99049600907031,40.75753977644577
MACY'S INCORPORATED,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,08/08/2017,08/30/2017,Store Credit - SCR,Yes,50.00,151,W 34TH ST,,NEW YORK,NY,10001,11230,,
IPK AUTOMOTIVE INC,Tow Truck Company - 124,Misrepresentation - M01,02/13/2018,02/20/2018,Cash Amount - AMT,Yes,68.00,1524,PAULDING AVE,3,BRONX,NY,10461,10463,,
ASAP TOWING INC.,Tow Truck Company - 124,Billing Dispute - B02,02/20/2018,03/09/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,5609,56TH TER,,MASPETH,NY,11378,11104,-73.91410330228676,40.7238025822284
JUST IN TIME AUTOMOTIVE INC,Tow Truck Company - 124,Misrepresentation - M01,12/01/2017,12/29/2017,Cash Amount - AMT,Yes,925.00,1611,WASHINGTON AVE,,BRONX,NY,10457,10473,-73.84038809405433,40.83451267612193
"SCHERMERHORN PARKING MGMT, LLC",Garage - 049,Surcharge/Overcharge - S02,03/20/2018,04/04/2018,Cash Amount - AMT,Yes,15.00,280,PARK AVE S,2L,NEW YORK,NY,10010,20852,-73.98567396820371,40.688821521050095
T-MOBILE NORTHEAST LLC,Electronic Store - 001,Advertising/General - A01,05/30/2017,07/07/2017,Bill Reduced - BLR,Yes,157.00,PO BOX,,,ALBUQUERQUE,NM,87176,11106,-73.86417054458532,40.733435269439134
DAINTY DREAM HAIR,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,03/21/2017,04/17/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,5020,AVENUE D,,BROOKLYN,NY,11203,11224,,
"PARK-SERV, INC.",Garage - 049,Misrepresentation - M01,11/06/2017,11/13/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,24.00,270,MADISON AVE,2,NEW YORK,NY,10016,10069,,
WIRELESS ACTION INC,Electronic Store - 001,Advertising/Misleading - A02,04/12/2017,04/17/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,316,E FORDHAM RD,,BRONX,NY,10458,10457,-73.89422176839271,40.86199149164082
B & M ELECTRONIC DIAGNOSTIC REPAIR SERVICE INC,Tow Truck Company - 124,Misrepresentation - M01,07/03/2018,07/17/2018,Cash Amount - AMT,Yes,73.00,6202,ALMEDA AVE,,ROCKAWAY BEACH,NY,11692,11236,-73.79247986883259,40.59723096724215
WIRELESS COMPANY NY INC,Electronic Store - 001,Advertising/Misleading - A02,09/06/2017,10/24/2017,Advised to Sue - ATS,No,0.00,907,WHITE PLAINS RD,,BRONX,NY,10473,10473,-73.8589189946852,40.824477444046316
LIBERTY TRAVEL,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,12/08/2017,12/21/2017,Cash Amount - AMT,Yes,1228.00,69,SPRING ST,,RAMSEY,NJ,07446,10459,-73.86104686465387,40.83500601771366
P & K USA TRADING CORP.,Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,10/20/2017,10/25/2017,Goods Exchanged - GEX,Yes,599.00,548,46TH RD,,LONG ISLAND CITY,NY,11101,11355,,
LUXOR MOTOR CARS INC,Secondhand Dealer Auto - 005,Advertising/General - A01,09/06/2017,09/06/2017,Cash Amount - AMT,Yes,39903.00,4319,VAN DAM ST,,LONG IS CITY,NY,11101,12528,-73.93339363870375,40.74571849718675
HOME DEPOT USA INC,Appliances - 244,Exchange Goods/Contract Cancelled - E01,09/27/2017,10/03/2017,Store Credit - SCR,Yes,600.00,2455,PACES FERRY RD SE,,ATLANTA,GA,30339,11367,-73.83437715800615,40.75227744528963
RITE WAY TOWING AND RECOVERY INC.,Tow Truck Company - 124,Refund Policy - R01,02/16/2017,03/28/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,20117,HORACE HARDING EXPY,,OAKLAND GARDENS,NY,11364,11370,-73.92031412383608,40.74333598112164
"BIG DEE CONCRETE, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,07/28/2017,08/23/2017,Advised to Sue - ATS,No,0.00,182,LIBERTY AVE,,STATEN ISLAND,NY,10305,10309,-74.20397503695318,40.53298946360817
MYTAX2GO LLC,Tax Preparers - 891,Surcharge/Overcharge - S02,03/23/2018,04/18/2018,Cash Amount - AMT,Yes,119.00,605,E 138TH ST,,BRONX,NY,10454,10465,,
SPRINT SPECTRUM L.P.,Electronic Store - 001,Misrepresentation - M01,06/15/2018,06/26/2018,Complaint Invalid - CIN,NA,0.00,,P O BOX 8000,,MONSEY,NY,10952,10457,,
"SPEEDY REFRIGERATION, INC.",Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,03/30/2017,04/11/2017,Referred to Outside - RTO,NA,0.00,77,MILL RD,,FREEPORT,NY,11520,11357,,
TERMINIX,Other,Misrepresentation - M01,05/25/2018,06/29/2018,Referred to Outside - RTO,NA,0.00,860,RIDGE LAKE BLVD,,MEMPHIS,TN,38120,11203,,
AIRBNB NEW YORK,Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,11/24/2017,12/11/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,627,BROADWAY,,NEW YORK,NY,10012,10463,-73.99405546657133,40.71234216003643
SLATE NYC,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,07/13/2018,08/09/2018,Referred to Outside - RTO,NA,0.00,96,MORTON ST,,NEW YORK,NY,10014,10011,-74.00857653906895,40.731113397291914
SMOKIN ACES INC.,Tow Truck Company - 124,Surcharge/Overcharge - S02,05/19/2017,06/29/2017,Bill Reduced - BLR,Yes,647.00,476,FENIMORE ST,,BROOKLYN,NY,11203,11234,,
"CLASSIC IRON WORKS, INC.",Home Improvement Contractor - 100,Outstanding Judgment - J01,11/09/2017,01/05/2018,Referred to Outside - RTO,NA,0.00,565,LIBERTY AVE,,BROOKLYN,NY,11207,11412,,
"1590 HYLAN BLVD AUTO, LLC",Secondhand Dealer Auto - 005,Misrepresentation - M01,10/26/2017,11/14/2017,Advised to Sue - ATS,No,0.00,1590,HYLAN BLVD,,STATEN ISLAND,NY,10305,10002,,
"TIKVATRONICS, LTD.",Electronic Store - 001,Surcharge/Overcharge - S02,03/01/2017,04/10/2017,Cash Amount - AMT,Yes,700.00,16404,JAMAICA AVE,,JAMAICA,NY,11432,11422,-73.79554132360546,40.705197263670215
"HY CITE ENTERPRISES, LLC/ROYAL PRESTIGE",Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,11/09/2017,12/18/2017,Cash Amount - AMT,Yes,869.00,333,HOLTZMAN RD,,MADISON,WI,53713,10453,-73.98685694351083,40.742396645592976
DR ROBERT WINEGARDEN DDS,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,01/26/2018,02/13/2018,Advised to Sue - ATS,No,0.00,57,W 57TH ST,610,NEW YORK,NY,10019,10011,-73.97574145656893,40.76371877676414
R.S.B.Y. WIRELESS INC.,Electronic Store - 001,Non-Delivery of Goods - N01,04/25/2017,05/09/2017,Advised to Sue - ATS,No,0.00,558,W 181ST ST,,NEW YORK,NY,10033,10033,-73.93293601807679,40.84897766372195
1350 SIXTH PARKING LLC,Garage - 049,Advertising/General - A01,11/17/2016,01/12/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,,,,,,,,-73.97834090743741,40.76273118749094
2ND TIME AROUND - THOMPSON STREET,Misc Non-Food Retail - 817,Closed without Notice,06/12/2017,06/23/2017,Referred to Outside - RTO,NA,0.00,111,THOMPSON ST,,NEW YORK,NY,10012,10013,,
LAZARUS FINANCIAL GROUP,Debt Collection Agency - 122,Billing Dispute - B02,12/30/2016,01/26/2017,Bill Reduced - BLR,Yes,6.00,5420,LBJ FWY,577,DALLAS,TX,75240,11235,,
CAVALRY PORTFOLIO SERVICES,Debt Collection Agency - 122,Billing Dispute - B02,09/13/2017,10/02/2017,Bill Reduced - BLR,Yes,5589.00,500,SUMMIT LAKE DR,STE 400,VALHALLA,NY,10595,11419,,
FABCO SHOES,Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,08/28/2018,09/12/2018,Cash Amount - AMT,Yes,8.00,16301,JAMAICA AVE,,JAMAICA,NY,11432,11224,-73.7966354670555,40.70477101752972
O.K EMPLOYMENT AGENCY INC.,Employment Agency - 034,Non-Delivery of Service - N02,08/21/2018,09/19/2018,Cash Amount - AMT,Yes,195.00,3638,UNION ST,3FL,FLUSHING,NY,11354,11234,-73.82792076300935,40.76321404364924
"BUY & SELL CARS, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,04/18/2017,04/20/2017,Goods Repaired - GRS,Yes,0.00,7705,QUEENS BLVD,,ELMHURST,NY,11373,10469,-73.88770555158456,40.7387305549391
Rosa Maria Pedraza,Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,03/20/2018,04/10/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,352,7TH AVE,714,NEW YORK,NY,10001,11691,-73.98159293588057,40.75128067702291
"MEGA AID PHARMACY, INC.",Dealer In Products For The Disabled - 119,Damaged Goods - D01,10/11/2017,10/23/2017,Goods Exchanged - GEX,Yes,0.00,3112,MERMAID AVE,,BROOKLYN,NY,11224,11223,-74.00708359979645,40.70496966147511
KPNY LLC,Employment Agency - 034,Non-Delivery of Service - N02,07/14/2017,08/07/2017,Referred to Hearing - RTH,No,0.00,112,W 34TH ST,STE 18024,NEW YORK,NY,10120,10150,,
PERFORMANCE PARKING LLC,Garage - 049,Surcharge/Overcharge - S02,07/03/2017,07/19/2017,Cash Amount - AMT,Yes,40.00,127,AMSTERDAM AVE,,NEW YORK,NY,10023,07675,-73.98353980904538,40.77442738584843
R K PROJECT MANAGEMENT INC.,Laundry - 064,Damaged Goods - D01,05/29/2018,06/12/2018,Advised to Sue - ATS,No,0.00,1925,UNIVERSITY AVE,,BRONX,NY,10453,10453,-73.91264566329713,40.85324856777952
US FENCE & RED LION INC,Home Improvement Contractor - 100,,01/12/2018,01/18/2018,No Satisfactory Agreement - NSA,No,0.00,4116,FULLER PL,,FLUSHING,NY,11355,11363,,
"CONTRACT CALLERS, INC.",Debt Collection Agency - 122,Harassment - H01,08/16/2018,08/30/2018,Bill Reduced - BLR,Yes,3859.00,501,GREENE ST,302,AUGUSTA,GA,30901,11212,,
RADIANT IPTV,Misc Non-Food Retail - 817,Breach of Contract - B03,03/13/2017,03/31/2017,Consumer Took Action - CTA,No,0.00,15047,HILLSIDE AVE,,JAMAICA,NY,11432,10452,,
"CHEAPOAIR, INC.",Travel Agency - 440,Billing Dispute - B02,04/27/2017,05/09/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,5.00,135,W 50TH ST,500,NEW YORK,NY,10020,11375,-73.98153266736522,40.76037400898184
BOLLA MARKET STORE # 128933,Gas Station-Retail - 815,,02/06/2018,02/08/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1935,CONEY ISLAND AVE,,BROOKLYN,NY,11230,11229,-73.96245317343826,40.61044449716785
"ASJID, MOHAMMAD IRSALAN",Home Improvement Contractor - 100,Non-Delivery of Service - N02,07/06/2017,07/25/2017,Advised to Sue - ATS,No,0.00,767,E 9TH ST,1F,BROOKLYN,NY,11230,11212,-73.96814512144408,40.63015931109245
CITY WORLD ESTATE AUTO HOLDINGS LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,02/17/2017,03/06/2017,Bill Reduced - BLR,Yes,3643.00,3305,BOSTON RD,,BRONX,NY,10469,10459,,
BLUE MOON HOTEL LTD,Hotel/Motel - 460,Surcharge/Overcharge - S02,07/27/2017,08/18/2017,No Consumer Response - NCR,NA,0.00,100,ORCHARD ST,,NEW YORK,NY,10002,10002,-73.99000013126532,40.71855876241988
"BEST BUY STORES, L.P.",Electronic Store - 001,Non-Delivery of Goods - N01,06/23/2017,06/28/2017,Cash Amount - AMT,Yes,100.00,7601,PENN AVE S,,RICHFIELD,MN,55423,10025,-73.98212556809227,40.7704473040446
PAC YARD MAGAZINE,Mailorder Misc - 319,Non-Delivery of Goods - N01,02/06/2018,02/12/2018,No Business Response - NVR,No,0.00,PO BOX,,,NEW YORK,NY,10129,12929,,
B.H. AUTO BROKERS LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,01/12/2017,02/13/2017,Goods Received - GDR,Yes,0.00,18717,JAMAICA AVE,,JAMAICA,NY,11423,11581,,
R J B WOODWORKING,Misc Non-Food Retail - 817,Quality of Work - Q01,05/03/2017,05/12/2017,Advised to Sue - ATS,No,0.00,10207,101ST AVE,,OZONE PARK,NY,11416,11375,,
"STAR AUTO SALES OF BAYSIDE, INC.",Secondhand Dealer Auto - 005,Misrepresentation - M01,08/11/2017,09/13/2017,Advised to Sue - ATS,No,0.00,19001,NORTHERN BLVD,,FLUSHING,NY,11358,11361,,
HOME DEPOT USA INC,Appliances - 244,Defective Goods - D02,11/23/2016,01/10/2017,Store Credit - SCR,Yes,250.00,2455,PACES FERRY RD SE,,ATLANTA,GA,30339,11101,,
"LUCKY 21, INC.",Retail Store - 820,Exchange Goods/Contract Cancelled - E01,12/26/2017,01/03/2018,Store Credit - SCR,Yes,37.00,1905,3RD AVE,,NEW YORK,NY,10029,10455,-73.94467676956667,40.79156987284118
CELL NATION OF 77 INC.,Electronic Store - 001,Breach of Contract - B03,02/15/2017,04/07/2017,Store Credit - SCR,Yes,40.00,7702,ROOSEVELT AVE,,JACKSON HTS,NY,11372,11372,,
NYC CELLULAR INC,Electronic Store - 001,Breach of Contract - B03,12/13/2016,01/06/2017,No Satisfactory Preempted - NSP,NA,0.00,1388,SAINT NICHOLAS AVE,,NEW YORK,NY,10033,10460,-73.934476491135,40.84828413849808
"JAMAICA TOWING, INC.",Tow Truck Company - 124,,02/24/2017,03/30/2017,Cash Amount - AMT,Yes,150.00,,,,,,,11354,-73.78925894468821,40.70729940755841
CORE RENOVATIONS,Home Improvement Contractor - 100,Damaged Goods - D01,08/08/2017,09/05/2017,Consumer Took Action - CTA,No,0.00,272B,LARKFIELD RD,,EAST NORTHPORT,NY,11731,11357,,
"METROPCS NEW YORK, LLC",Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,01/19/2017,02/28/2017,Store Credit - SCR,Yes,10.00,,,,,,,10457,-73.89276134712667,40.84621358372603
"LUXURY OF QUEENS, INC.",Secondhand Dealer Auto - 005,Advertising/General - A01,06/28/2017,08/07/2017,Advised to Sue - ATS,No,0.00,4016,35TH AVE,,LONG ISLAND CIT,NY,11101,11435,-73.92191354829666,40.75503245248425
NEW DELPHI EMPLOYMENT AGENCY,Employment Agency - 034,Breach of Contract - B03,04/24/2017,05/09/2017,Advised to Sue - ATS,No,0.00,708,3RD AVE,6,NEW YORK,NY,10017,11373,-73.97332377450489,40.75232755216677
MILLENIUM AMBULATORY SURGERY CENTER,Misc Non-Food Retail - 817,Misrepresentation - M01,05/04/2018,05/11/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,1408,OCEAN AVE,,BROOKLYN,NY,11230,10459,,
DALEY SHELCO CONSTRUCTION,Home Improvement Contractor - 100,Misrepresentation - M01,01/26/2018,02/15/2018,Advised to Sue - ATS,No,0.00,635,ROGERS AVE,,BROOKLYN,NY,11226,11225,,
"FITBIT, INC",Misc Non-Food Retail - 817,Defective Goods - D02,08/03/2018,09/05/2018,Unable to Locate Business - ULV,NA,0.00,405,HOWARD ST,550,SAN FRANCISCO,CA,94105,11364,,
"ALL COUNTY INTERIOR CONTRACTING, INC.",Home Improvement Contractor - 100,Breach of Contract - B03,08/31/2018,09/18/2018,Complaint Invalid - CIN,NA,0.00,2114,BELMONT AVE,2C,BRONX,NY,10457,11233,,
NYC TOWING EXPERTS INC,Tow Truck Company - 124,Damaged Goods - D01,03/30/2018,04/13/2018,Referred to Outside - RTO,NA,0.00,8109,FOSTER AVE,,BROOKLYN,NY,11236,11226,-73.91761808587214,40.641401566505614
NEW YORK TOWING & COLLISION INC,Tow Truck Company - 124,Misrepresentation - M01,04/20/2018,04/30/2018,Referred to Outside - RTO,NA,0.00,3743,11TH ST,,LONG ISLAND CITY,NY,11101,11101,-73.9411842876907,40.75914455345387
WESTCHESTER OPTICAL INC,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,02/15/2018,03/02/2018,Advised to Sue - ATS,No,0.00,1594,WESTCHESTER AVE,,BRONX,NY,10472,10472,-73.8757767079524,40.829146388130255
AA ELECTRONICS INC.,Electronic Store - 001,Quality of Work - Q01,07/06/2017,08/07/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,2840,3RD AVE,,BRONX,NY,10455,10460,,
VALUE TAX SERVICE,Tax Preparers - 891,Non-Delivery of Service - N02,04/14/2017,06/02/2017,Unable to Locate Business - ULV,NA,0.00,PO BOX,,,JAMAICA,NY,11430,11216,-73.95661997535677,40.641518960743255
THE PLUG INC.,Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,02/20/2018,03/08/2018,Unable to Locate Business - ULV,NA,0.00,PO BOX,,,BRIARWOOD,NY,11435,12582,,
JOHNSON AND EDWARDS,Debt Collection Agency - 122,Billing Dispute - B02,07/03/2017,08/02/2017,Referred to Outside - RTO,NA,0.00,75,W NUEVO RD,E324,PERRIS,CA,92571,11221,,
"CHASE AUTO GROUP, INC.",Secondhand Dealer Auto - 005,Damaged Goods - D01,05/16/2017,05/22/2017,Referred to Outside - RTO,NA,0.00,1733,E GUN HILL RD,,BRONX,NY,10469,10031,-73.83597973624339,40.865126464513885
ELECTRO USA 5,Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,04/25/2017,05/30/2017,Goods Repaired - GRS,Yes,350.00,8503,NORTHERN BLVD,,JACKSON HEIGHTS,NY,11372,11368,-73.88242846095258,40.75587723872647
DELL CORPORATION,Misc Non-Food Retail - 817,Misrepresentation - M01,06/30/2017,07/18/2017,Advised to Sue - ATS,No,0.00,1,DELL WAY,,ROUND ROCK,TX,78682,11225,,
SHIV CONTRACTING INC.,Home Improvement Contractor - 100,Quality of Work - Q01,09/25/2017,10/27/2017,Referred to Hearing - RTH,No,0.00,13120,101ST AVE,,SOUTH RICHMOND HILL,NY,11419,11435,,
BLINK FITNESS,Misc Non-Food Retail - 817,Billing Dispute - B02,05/25/2018,07/06/2018,Bill Reduced - BLR,Yes,18.00,386,PARK AVE S,11,NEW YORK,NY,10016,10011,,
PETRO HOME SERVICE,Fuel Oil Dealer - 814,Misrepresentation - M01,05/11/2018,06/04/2018,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1053.00,1000,WOODBURY RD,110,WOODBURY,NY,11797,11369,,
WORTHY PARKING LLC,Garage - 049,Damaged Goods - D01,07/31/2018,08/21/2018,Advised to Sue - ATS,No,0.00,545,5TH AVE,STE 310,NEW YORK,NY,10017,19130,-73.98979055152722,40.76792582213054
"DIVERSIFIED CONSULTANTS, INC.",Debt Collection Agency - 122,Billing Dispute - B02,04/25/2018,05/21/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,416,3RD ST S,,JACKSONVILLE,FL,32250,11223,,
MGM & J CORP.,Dry Cleaners - 230,Damaged Goods - D01,12/19/2017,12/27/2017,Cash Amount - AMT,Yes,700.00,1779,1ST AVE,,NEW YORK,NY,10128,10458,-73.94666822075655,40.78060285674651
ALEX FURNITURE GALLERY,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,01/18/2018,02/20/2018,Advised to Sue - ATS,No,0.00,14926,JAMAICA AVE,,JAMAICA,NY,11435,11435,-73.8051519385054,40.701958634010666
Trimalawn Equipment Inc.,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Goods - N01,05/10/2018,06/05/2018,Advised to Sue - ATS,No,0.00,2081,VICTORY BLVD,,STATEN ISLAND,NY,10314,10312,-74.13280627865346,40.61241329039898
SAMIRA FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,05/23/2017,06/07/2017,Store Credit - SCR,Yes,350.00,52,W FORDHAM RD,,BRONX,NY,10468,10453,-73.90348655848312,40.86272695887609
CASA DI ROMA FURNITURE,Furniture Sales - 242,Non-Delivery of Goods - N01,02/15/2018,03/22/2018,Goods Exchanged - GEX,Yes,4400.00,536,86TH ST,,BROOKLYN,NY,11209,11229,-74.02508913379542,40.62080125138004
UNION SUPPLY DIRECT,Mailorder Misc - 319,Misrepresentation - M01,05/22/2018,06/06/2018,Complaint Invalid - CIN,NA,0.00,P O,,701,RANCHO DOMINGUEZ,CA,90224,14011,,
FLATIRON 20 PARKING LLC,Garage - 049,Damaged Goods - D01,07/24/2017,07/28/2017,Cash Amount - AMT,Yes,955.00,270,MADISON AVE,2,NEW YORK,NY,10016,07041,-73.99188421053452,40.740077794883206
JS NORTH SHORE MOTORS LLC,Secondhand Dealer Auto - 005,Misrepresentation - M01,08/24/2018,09/14/2018,Cash Amount - AMT,Yes,795.00,1260,NORTHERN BLVD,,MANHASSET,NY,11030,10305,,
RITE AID DRUG STORE,Drug Store Retail - 810,Misrepresentation - M01,06/05/2018,06/06/2018,Complaint Invalid - CIN,NA,0.00,30,HUNTER LN,,CAMP HILL,PA,17011,11229,,
"ARSTRAT, LLC",Debt Collection Agency - 122,Misrepresentation - M01,07/13/2018,07/24/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,9800,CENTRE PKWY,100,HOUSTON,TX,77036,11427,,
"MEGATECH SOLUTIONS, LLC",Home Improvement Contractor - 100,Non-Delivery of Service - N02,03/17/2017,04/19/2017,Advised to Sue - ATS,No,0.00,173,ROSE AVE,,JERSEY CITY,NJ,07305,11207,,
"DIVERSIFIED ADJUSTMENT SERVICE, INCORPORATED",Debt Collection Agency - 122,Billing Dispute - B02,11/09/2017,12/08/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,600,COON RAPIDS BLVD NW,,MINNEAPOLIS,MN,55433,10040,,
THE PIXEL HUB,Electronic Store - 001,Unlicensed,01/12/2018,01/18/2018,No Business Response - NVR,No,0.00,,,,,,,,,
THREE WAY ALUMINUM AND REMODELING,Home Improvement Contractor - 100,Quality of Work - Q01,04/05/2018,05/01/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,333,86TH ST,3C,BROOKLYN,NY,11209,11206,,
NEW STAR FURNITURE,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,08/16/2018,09/05/2018,Advised to Sue - ATS,No,0.00,2273,MCDONALD AVE,,BROOKLYN,NY,11223,11235,-73.97324545078496,40.596863517983294
ALEXANDRO FURNITURE AND MATTRESS,Furniture Sales - 242,Damaged Goods - D01,07/11/2017,08/28/2017,Goods Repaired - GRS,Yes,20.00,592,W 207TH ST,,NEW YORK,NY,10034,10034,-73.92085996302973,40.867128955369424
DONE DEAL COLLISION & RECOVERY INC,Tow Truck Company - 124,Billing Dispute - B02,04/27/2017,05/31/2017,Consumer Took Action - CTA,No,0.00,2920,202ND ST,,BAYSIDE,NY,11360,11040,-73.74263111112872,40.715279723753795
"Br Wireless 225, Inc.",Electronic Store - 001,Surcharge/Overcharge - S02,10/18/2017,11/01/2017,Complaint Invalid - CIN,NA,0.00,225,W 23RD ST,,NEW YORK,NY,10011,10011,-73.99671593375186,40.74455746713077
MET GLOBAL LLC,Hotel/Motel - 460,Non-Delivery of Goods - N01,04/07/2017,04/18/2017,Referred to Outside - RTO,NA,0.00,330,W 38TH ST,202,NEW YORK,NY,10018,10606,-73.99266923294084,40.75513828321214
CYCLONE CITY INC.,Tow Truck Company - 124,Billing Dispute - B02,03/29/2017,04/07/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,2725,W 16TH ST,,BROOKLYN,NY,11224,11224,-73.98447674778804,40.58073988178852
575 FIRST AVE. CORP.,Garage - 049,Surcharge/Overcharge - S02,01/04/2017,01/20/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,575,1ST AVE,,NEW YORK,NY,10016,11747,-73.97404562820509,40.74307242445796
"L & S TOWING, INC",Tow Truck Company - 124,Billing Dispute - B02,01/26/2018,03/26/2018,Cash Amount - AMT,Yes,2931.00,41,RECTOR ST,,STATEN ISLAND,NY,10310,10309,-74.23666615725274,40.54243753794244
BARE NECESSITIES,Mailorder Misc - 319,Non-Delivery of Goods - N01,08/09/2017,09/01/2017,Goods Received - GDR,Yes,0.00,22919,MERRICK BLVD,400,LAURELTON,NY,11413,12929,,
P. C. RICHARD & SON LONG ISLAND CORPORATION,Appliances - 244,Damaged Goods - D01,10/13/2017,11/22/2017,Store Credit - SCR,Yes,435.00,150,PRICE PKWY,,FARMINGDALE,NY,11735,11210,-73.93130269123797,40.617558331485164
MACY'S INCORPORATED,Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,10/05/2017,11/30/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,151,W 34TH ST,,NEW YORK,NY,10001,10021,-73.98776859948752,40.74978835571634
NEW YORK METS TICKET OFFICE,Ticket Seller,Billing Dispute - B02,03/09/2017,03/15/2017,Credit Card Refund and/or Contract Cancelled - CRC,Yes,1000.00,12001,ROOSEVELT AVE,,FLUSHING,NY,11368,11003,,
MIKE'S APPLIANCE REPAIR,Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,02/08/2017,03/09/2017,Advised to Sue - ATS,No,0.00,1650,OCEAN AVE,,BROOKLYN,NY,11230,11224,-73.95568172844159,40.62191257680293
"BORO DIVERSE CONSTRUCTION, INC.",Home Improvement Contractor - 100,Quality of Work - Q01,04/11/2017,06/16/2017,Referred to Hearing - RTH,No,0.00,2900,WESTCHESTER AVE,311,PURCHASE,NY,10577,10040,,
"DOORS COLLECTION, INC.",Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,02/09/2018,02/22/2018,Referred to Outside - RTO,NA,0.00,1826,BATH AVE,A,BROOKLYN,NY,11214,07452,-74.2436219673604,40.51605071274458
BRIDGE MECHANICAL CORP,Misc Non-Food Retail - 817,Quality of Work - Q01,03/03/2017,04/12/2017,No Satisfactory Agreement - NSA,No,0.00,101,VETERANS RD W,,STATEN ISLAND,NY,10309,10026,,
"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",Parking Lot - 050,,07/24/2018,07/31/2018,Cash Amount - AMT,Yes,983.00,230,W 31ST ST,,NEW YORK,NY,10001,,,
KEY FOOD SUPERMARKET,Supermarket - 819,Advertising/General - A01,04/12/2017,04/18/2017,Resolved and Consumer Satisfied - SPF,Yes,0.00,1200,SOUTH AVE,103,STATEN ISLAND,NY,10314,10038,-74.00484768575112,40.70844739328294
FURNITURE DEPOT INC.,Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,05/10/2018,05/22/2018,Resolved and Consumer Satisfied - SPF,Yes,0.00,59,E KINGSBRIDGE RD,,BRONX,NY,10468,10468,-73.89601809704325,40.86690064643867
INTERNATIONAL TOWING & RECOVERY INC.,Tow Truck Company - 124,Misrepresentation - M01,08/31/2018,09/13/2018,Consumer Took Action - CTA,No,0.00,21525,99TH AVE,,QUEENS VLG,NY,11429,11419,,
